"NGA","PolID","Start.Date","End.Date","HighGods","HighGods.No","MoralisingHighGods","SourceText","Number"
"Middle Yellow River Valley","CnEHan*",25,219,"moralizing","3",1,"""The way that good and bad actions result in reward and punishment by the spirits is a characteristic of stories from early Chinese texts like the Mozi and Guoyu. By the time of works like the Xiang’er commentary to the Laozi, the picture of how good people are protected by the spirits had developed into one in which people’s essences and spirits were able to “communicate with"" tian if and only if they accumulated meritorious actions.""","4"
"Middle Yellow River Valley","CnErJin",265,317,NA,NA,NA,"-",NA
"Middle Yellow River Valley","CnNWei*",386,557,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnSui**",581,617,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnTangE",618,762,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnTangL",763,907,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnNSong",960,1126,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnLrJin",1127,1234,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnYuan*",1271,1367,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnMing*",1368,1643,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnQingE",1644,1795,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","CnQingL",1796,1912,"suspected unknown",NA,NA,"-",NA
"Middle Yellow River Valley","cnimqin",NA,NA,NA,NA,NA,"""The earliest reference to the Mandate appearing in the bronze corpus bears a date ca. 998 BC, nearly half a century aft er the conquest, but it articulates the concept with a clarity that seems to signal long development. The inscription quotes King Kang speaking to his high minister Yu: 'Yu! Brilliant King Wen received the great Mandate from Tian. When King Wu succeeded King Wen, he created a state, opening hidden lands, possessing all the four quarters, and setting right their peoples. In ceremonial affairs involving wine, oh! he permitted no excess; at sacrificial rites, he permitted no drunkenness. Hence Heaven in its greatness watched closely over its sons and protected the former Kings in their possession of the four quarters. I have heard that the Yin (Shang) lost the Mandate because the greater and lesser lords and the many officials assisting the Yin sank into drunkenness and so were bereft of their capital. . .' Tian has taken on the role of ethical guardian, rewarding and punishing rulers according to the quality of their stewardship of the state. The relationship of the ruler to the High Power has now added to worship the fulfillment of an imperative to govern according to moral standards.""","3"
"Niger Inland Delta","MlJeJe1",-250,49,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MlJeJe2",50,399,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MlJeJe3",400,899,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MlJeJe4",900,999,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MrWagdM",1000,1077,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MrWagdL",1100,1202,"moralizing","3",1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [736] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'""","1"
"Niger Inland Delta","MlMali*",1235,1311,"suspected unknown",NA,NA,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [768] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'""","1"
"Niger Inland Delta","MlMali*",1312,1410,"moralizing","3",1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [768] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'""","1"
"Niger Inland Delta","MlSong2",1493,1590,"moralizing","3",1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [800] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'""","1"
"Niger Inland Delta","MaSaadi",1591,1618,"moralizing","3",1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [334] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'""","1"
"Niger Inland Delta","MlSegou",1640,1711,"suspected unknown",NA,NA,"-",NA
"Niger Inland Delta","MlBaman",1712,1818,"inactive","1",0,"""The Bamana religion is based on the belief in one Supreme God, Maa Ngala, 'Lord of All,' or Masa Dembali, 'Uncreated and Infinite Lord.' God is responsible for creating the world and all that is in the world. It is both immanent and transcendent. As in other African religious traditions, however, once the initial creative process was over, the Supreme Being elected to reside in the sky and delegated the governance of the world to lesser spiritual entities. It is to those entities, rather than to God, that the Bamana men and women address their requests and make offerings. These include divinities such as Nya, Nyawrole, Jarawera, Ntomo, Nama, and Komo, which act as Maa Ngala's ministers and agents.""","2"
"North Colombia","CoNahua",250,1049,"suspected unknown",NA,NA,"-",NA
"North Colombia","CoTairo",1050,1524,"active","2",0,"Ana: Universal Mother, the Sun, the Totemic animals are High Gods because even though it is not clear they have the capacity of create, they do control, determine and organize reality, they are active in human affairs. “Fearsome beings –snake-men, feline-men, bird-men, lizard-men- used rituals to control, the forces of nature, order in the cosmos, and human actions.” [333] "" Al construir una casa, el dueño deposita en unas cerámicas tantas cuentas de collar como miembros de su familia sean. Las cuentas deben corresponder en su color, forma, acabado, y demás detalle al tuxe o dake de la persona en cuestión y ellas se añaden otras cuentas en calidad de ofrendas a los diferentes “Dueños” de los materiales empleados en la construcción de la casa (piedras, madera, paja etc.) y a los antepasados de la familia. (…) Los cristales de roca representan ofrendas al agua, al Dueño del Aguacero o directamente a la Madre Universal, y sólo un máma puede efectuar esta forma de ofrenda.”/In the process of building a house, the owner deposits necklaces’ beads depending on his family members inside pottery vessels. The beads must be the correct colour, shape, and technique according to the tuxe or dake details of each person, and they offer additional beads to the “Owners” of the used materials and the family ancestors (…) Rock crystals represent offers to the water, to the owner of the Rain or directly to the Universal Mother, and just a máma can offer this offering. / [334] ""Esta sería la representación del Padre Sol, imagen aún tan viva en la mitología Kogui (Láms. 61-62). Tal vez entre aquellos pectorales más simples y generalizados pueden encontrarse los ancestros de las piezas Taironas, cuya recargada representación humanizada del sol se iría afirmando al tiempo de la consolidación de las sociedades de la Sierra.""/This would be the representation of Father Sun, vivid image in the Kogui mythology. Maybe you can find the ancestors of the Tairona material culture, between those simple and generalized pectorals, that through time and the consolidation of the inhabitants of the Sierra will be affirmed as the representation of the sun’s human characteristic.”/ [335] ""El oro para ellos es un potencial simbólico de fertilidad que pertenece a toda la sociedad. El Sol, principio masculino por excelencia, le comunica al oro su poder creador. (Reichel-Dolmatoff, 1981) Por este motivo el día de la siembra del maíz se ofrenda oro en las lagunas, úteros de la madre tierra, para fertilizarla. (Taylor, 1974). /For them, gold has a symbolic potential of fertility that belongs to every society. The sun, masculine principle for excellence, communicates to the gold it’s power as creator. Due to this, the day of the corn sowing, gold is offered in the lagoon, to fertilize mother earth’s uterus./ [336] “el tigre o el jaguar fue indiscutiblemente el animal más importante de la historia de la mitología Tairona hasta el punto de mencionarlo como uno de los padres en la creación. Esto explica la frecuencia con la que aparecen sus representaciones en la cerámica Tairona ya sean como figuras completas de animal o como máscaras empleadas por distintos personajes.” /In the history of Taironas mythology, the tiger or jaguar was indisputably the most important animal because they even even consider it as a father of creation. This explains the frequency in which the jaguar representations appear in ceramics, either in complex figures or masks used by different characters. /","1"
"Orkhon Valley","MnXngnE",-1400,-300,"suspected unknown",NA,NA,"Baldick [150] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables. ","1"
"Orkhon Valley","MnXngnM",-209,-60,"suspected unknown",NA,NA,"Baldick [306] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables.","1"
"Orkhon Valley","MnXngnL",-59,99,"suspected unknown",NA,NA,"Baldick [284] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables. ","1"
"Orkhon Valley","MnXianb",100,250,"suspected unknown",NA,NA,"-",NA
"Orkhon Valley","MnRourn",300,499,"unknown",NA,NA,"“There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.”","2"
"Orkhon Valley","MnRourn",500,551,"inactive","1",0,"“There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.”","2"
"Orkhon Valley","MnETurk",583,630,"active","2",0,"""This 'heaven-god' was called 'the Tengri of the Turks'. He was 'high' and 'blue', and gave men strength. Tengri punished with death refusal to obey the legitimate ruler."" [231] Not very clear to what extent belief in this god fit with Buddhist morality. ","3"
"Orkhon Valley","MnTurk2",684,744,"active","2",0,"""This 'heaven-god' was called 'the Tengri of the Turks'. He was 'high' and 'blue', and gave men strength. Tengri punished with death refusal to obey the legitimate ruler."" [246] Not very clear to what extent belief in this god fit with Buddhist morality. ","3"
"Orkhon Valley","MnUigur",745,840,"moralizing","3",1,"""However, it is stressed in Manicheism that it was the Father of Greatness himself who, of all the beings in the World of Light, stood up against the attack of the powers of Darkness (Keph. 63). He did so in the person of the First Man, who is called his own Soul and Self according to Alexander of Lycopolis (see above). He saved the World of Light at the cost of some of his own light substance. After this achievement he remained unmolested by the powers of Darkness, but that does not mean that he became a passive deus absconditus. (Cf. Psalm-Book ,ed. Allberry, 1938, p. 161, 31-32: “One is the God that is hidden, that is revealed . . silent . . He it is that speaks also,” similarly ibid., p. 171, 27-28). On the contrary, he is a deity who is often praised and invoked (see Boyce, 1960, p. 148, section 40.), and that can only mean that he constantly intervenes in the world on behalf of the Living Soul.""","4"
"Orkhon Valley","MnShiwe",841,907,"suspected unknown",NA,NA,"-",NA
"Orkhon Valley","MnMongE",1126,1205,"suspected unknown",NA,NA,"-",NA
"Orkhon Valley","MnMngKh",1206,1367,"suspected unknown",NA,NA,"-",NA
"Orkhon Valley","MnMongL",1368,1689,"inactive","1",0,"""There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.”","2"
"Orkhon Valley","MnZungh",1695,1745,"inactive","1",0,"“There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.” [471]","2"
"Orkhon Valley","CnQingL",1796,1912,"suspected unknown",NA,NA,"-",NA
"Oro PNG","PgOrokE",1734,1883,"absent","0",0,"The Orokaiva appear not to have had ""high gods"": 'Apart from the very faint hint which these last may give us there is nothing to suggest a deity or any supernatural being of independent existence, least of all a high-god. I do not know of any cosmogony, and there is no attribution of divine powers to the phenomena of nature. On the whole it will be found that Orokaiva religion concerns itself primarily with the spirits of the dead.'[930] However, they did have demi-gods, who they believed to be the source of moral principles: 'Orokaiva social philosophy differs from our own, in the first place by its refusal to recognise the authority of anyone outside the individual's extended family, a characteristic to which I shall give more attention later. If the Orokaiva, by and large, order their lives by the same moral principles, they would explain this by their common belief in certain demigods whom they all regard as their ancestors and as sources of authority, and who created certain institutions embodying moral norms to which they all subscribe. Not only do they obey the precepts of these demi-gods, they also re-enact their feats in ritual and identify with them during ceremonies, and in many of their regular expressive activities.'[931] 'I shall therefore attempt to reconstruct what these demi-gods are said to have taught the Orokaiva about social relations. This reconstruction requires a brief analysis of some myths in which these teachings are contained. The myths all refer to events in original time. I was told that men, in their primordial or pre-cultural state, were living by the top of Mount Lamington (Sumbiripa Kanekari), which is traditionally regarded by the Orokaiva as the centre of the universe (Schwimmer 1969). I collected a number of myths explaining the origin of death, strife, fire, houses, marriage, clothing and several other elements of culture. The demigods who transformed human life by introducing these gifts came ‘from the mountain’; Sumbiripa himself was the first man to die. He retired inside the mountain and all those who died later are said to stay with him inside the mountain. Hence the rumblings and tremors emitted by the volcano. Two published sources (Tomlin 1951, Benson 1955) show that these beliefs antedate the eruption of 1951.'[932] Having said this, no evidence could be found that these demi-gods (or any other supernatural being) punished or rewarded mortals on the basis of moral principles: there were ritual prohibitions against going near certain volcanic craters, lest the demi-god Sumbiripa became angry, and spirits living in the countryside were believed to occasionally attack people, but the ""reason"" for Sumbiripa's anger and the spirits' attack seem to stem more from transgressions against the gods than against other humans, or perhaps simply these beings' unpredictable nature. ""Ritual prohibitions limited access to the area close to the crater as there was a belief that Sumbiripa, if disturbed, would be angry. There was also a great fear of the dead who were supposedly dwelling in the mountain. It is believed that the dead wander about the countryside, where they may attack humans. Sumbiripa is dangerous, even if he does not erupt, because he can send out his ghosts to cause misfortune among men. The myth about Sumbiripa Kanekari hints at the possibility of an earlier eruption by the account it gives of the origin of the crags existing before 1951.'[933] The separation between the human and 'wild' worlds was also important: 'The separation of man and pig leads immediately to the division of the world [Page 141] into two separate realms: the human world, comprising villages and gardens, and the wild world, ariri, the bush, where everything is dangerous and inimical to man, and where the ghosts (sovai) have their abode. The area friendly to man is thus reduced to a small space, whereas the area hostile to man is an infinite expanse. Thus man is forever at strife with all but a small circumscribed portion of the universe. The myth of pig-man restates in another idiom the message of the primal theft of the piece of string.'","1"
"Oro PNG","PgOrokL",1884,1942,"absent","0",0,"The Orokaiva appear not to have had ""high gods"": 'Apart from the very faint hint which these last may give us there is nothing to suggest a deity or any supernatural being of independent existence, least of all a high-god. I do not know of any cosmogony, and there is no attribution of divine powers to the phenomena of nature. On the whole it will be found that Orokaiva religion concerns itself primarily with the spirits of the dead.'[939] However, they did have demi-gods, who they believed to be the source of moral principles: 'Orokaiva social philosophy differs from our own, in the first place by its refusal to recognise the authority of anyone outside the individual's extended family, a characteristic to which I shall give more attention later. If the Orokaiva, by and large, order their lives by the same moral principles, they would explain this by their common belief in certain demigods whom they all regard as their ancestors and as sources of authority, and who created certain institutions embodying moral norms to which they all subscribe. Not only do they obey the precepts of these demi-gods, they also re-enact their feats in ritual and identify with them during ceremonies, and in many of their regular expressive activities.'[940] 'I shall therefore attempt to reconstruct what these demi-gods are said to have taught the Orokaiva about social relations. This reconstruction requires a brief analysis of some myths in which these teachings are contained. The myths all refer to events in original time. I was told that men, in their primordial or pre-cultural state, were living by the top of Mount Lamington (Sumbiripa Kanekari), which is traditionally regarded by the Orokaiva as the centre of the universe (Schwimmer 1969). I collected a number of myths explaining the origin of death, strife, fire, houses, marriage, clothing and several other elements of culture. The demigods who transformed human life by introducing these gifts came ‘from the mountain’; Sumbiripa himself was the first man to die. He retired inside the mountain and all those who died later are said to stay with him inside the mountain. Hence the rumblings and tremors emitted by the volcano. Two published sources (Tomlin 1951, Benson 1955) show that these beliefs antedate the eruption of 1951.'[941] Having said this, no evidence could be found that these demi-gods (or any other supernatural being) punished or rewarded mortals on the basis of moral principles: there were ritual prohibitions against going near certain volcanic craters, lest the demi-god Sumbiripa became angry, and spirits living in the countryside were believed to occasionally attack people, but the ""reason"" for Sumbiripa's anger and the spirits' attack seem to stem more from transgressions against the gods than against other humans, or perhaps simply these beings' unpredictable nature. ""Ritual prohibitions limited access to the area close to the crater as there was a belief that Sumbiripa, if disturbed, would be angry. There was also a great fear of the dead who were supposedly dwelling in the mountain. It is believed that the dead wander about the countryside, where they may attack humans. Sumbiripa is dangerous, even if he does not erupt, because he can send out his ghosts to cause misfortune among men. The myth about Sumbiripa Kanekari hints at the possibility of an earlier eruption by the account it gives of the origin of the crags existing before 1951.'[942] The separation between the human and 'wild' worlds was also important: 'The separation of man and pig leads immediately to the division of the world [Page 141] into two separate realms: the human world, comprising villages and gardens, and the wild world, ariri, the bush, where everything is dangerous and inimical to man, and where the ghosts (sovai) have their abode. The area friendly to man is thus reduced to a small space, whereas the area hostile to man is an infinite expanse. Thus man is forever at strife with all but a small circumscribed portion of the universe. The myth of pig-man restates in another idiom the message of the primal theft of the piece of string.'[943] Some Orokaiva adopted the Christian God, but they not appear to have treated him as a ""High God"": 'The Orokaiva attitude to Christianity is a complex subject which I intend to treat more fully elsewhere and falls somewhat outside the concern of our present project. It is very clear that some basic notion of Christian monotheism have not been accepted by the Orokaiva, such as for instance the notion of God's omnipotence. Orokaiva Christians believe in the existence of God and in His infinite power, but He is viewed as an addition to other powers, Who is hostile to some of these other powers, but not necessarily to others. I was told that a person ought to give up black magic after baptism, but informants dismissed my suggestion that Christianity was also opposed to curing magic. No curing magician ever ceased practising when he was baptised.'","1"
"Paris Basin","FrBeakr",-3200,-2201,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrAtlBA",-2200,-1001,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrHallA",-1000,-901,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrHallB",-900,-701,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrHallC",-700,-601,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrHallD",-600,-475,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrTeneA",-474,-325,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrTeneB",-324,-175,"suspected unknown",NA,NA,"-",NA
"Paris Basin","FrTeneC",-174,-27,"suspected unknown",NA,NA,"-",NA
"Paris Basin","ItRomPr",-31,283,"absent","0",0,"Thomas Cressy: Coded as absent due to expert confirming that high gods were not present until Christianity[649] ""For the Romans, proper respect for the gods and proper interpersonal behavior were both integral to pietas, the key virtue. Pietas included duty to the family, the parents, one’s patron, and the state, as well as the gods. The gods were the guarantors of the welfare of the state and the continuance of the social order. Thus violating the social order by transgressing the mos maiorum (ancestral custom in any domain) was offensive to gods and liable to bring bad results on the group. [...] However, I think it is fair to say (1) that the Romans were more interested in punishing transgressions themselves than in waiting for the gods to do it. In their view, it was important to root out and punish wrongdoers so that they did not further contravene the mos maiorum and (by definition) anger the gods. Such punishment could avert disasters. (2) Punishment from the gods was expected to occur as disasters affecting the group/state, such as plague or famine or battle loss, more than the striking down of guilty individuals; (3) What we think of as the distinction between ritual transgression and ethical transgression tends to be collapsed, with ethical wrongdoing very often brought under the aegis of the gods or redefined as an offense to the gods.""","1"
"Paris Basin","TrRomDm",284,311,"absent","0",0,"Thomas Cressy: Coded as absent due to expert confirming that high gods were not present until Christianity[602] Before Constantine's conversion to Christianity: ""For the Romans, proper respect for the gods and proper interpersonal behavior were both integral to pietas, the key virtue. Pietas included duty to the family, the parents, one’s patron, and the state, as well as the gods. The gods were the guarantors of the welfare of the state and the continuance of the social order. Thus violating the social order by transgressing the mos maiorum (ancestral custom in any domain) was offensive to gods and liable to bring bad results on the group. [...] However, I think it is fair to say (1) that the Romans were more interested in punishing transgressions themselves than in waiting for the gods to do it. In their view, it was important to root out and punish wrongdoers so that they did not further contravene the mos maiorum and (by definition) anger the gods. Such punishment could avert disasters. (2) Punishment from the gods was expected to occur as disasters affecting the group/state, such as plague or famine or battle loss, more than the striking down of guilty individuals; (3) What we think of as the distinction between ritual transgression and ethical transgression tends to be collapsed, with ethical wrongdoing very often brought under the aegis of the gods or redefined as an offense to the gods.""[603]. As for Christianity: the Christian god is ""the creator of the universe, omniscient and omnipotent""[604] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality.""","2"
"Paris Basin","TrRomDm",312,394,"moralizing","3",1,"Thomas Cressy: Coded as absent due to expert confirming that high gods were not present until Christianity[602] Before Constantine's conversion to Christianity: ""For the Romans, proper respect for the gods and proper interpersonal behavior were both integral to pietas, the key virtue. Pietas included duty to the family, the parents, one’s patron, and the state, as well as the gods. The gods were the guarantors of the welfare of the state and the continuance of the social order. Thus violating the social order by transgressing the mos maiorum (ancestral custom in any domain) was offensive to gods and liable to bring bad results on the group. [...] However, I think it is fair to say (1) that the Romans were more interested in punishing transgressions themselves than in waiting for the gods to do it. In their view, it was important to root out and punish wrongdoers so that they did not further contravene the mos maiorum and (by definition) anger the gods. Such punishment could avert disasters. (2) Punishment from the gods was expected to occur as disasters affecting the group/state, such as plague or famine or battle loss, more than the striking down of guilty individuals; (3) What we think of as the distinction between ritual transgression and ethical transgression tends to be collapsed, with ethical wrongdoing very often brought under the aegis of the gods or redefined as an offense to the gods.""[603]. As for Christianity: the Christian god is ""the creator of the universe, omniscient and omnipotent""[604] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality.""","2"
