NGA,PolID,Number,Text
Niger Inland Delta,MaSaadi,1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [334] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Niger Inland Delta,MlSegou,NA,-
Niger Inland Delta,MlBaman,2,"""The Bamana religion is based on the belief in one Supreme God, Maa Ngala, 'Lord of All,' or Masa Dembali, 'Uncreated and Infinite Lord.' God is responsible for creating the world and all that is in the world. It is both immanent and transcendent. As in other African religious traditions, however, once the initial creative process was over, the Supreme Being elected to reside in the sky and delegated the governance of the world to lesser spiritual entities. It is to those entities, rather than to God, that the Bamana men and women address their requests and make offerings. These include divinities such as Nya, Nyawrole, Jarawera, Ntomo, Nama, and Komo, which act as Maa Ngala's ministers and agents."""
North Colombia,CoNahua,NA,-
North Colombia,CoTairo,1,"Ana: Universal Mother, the Sun, the Totemic animals are High Gods because even though it is not clear they have the capacity of create, they do control, determine and organize reality, they are active in human affairs. “Fearsome beings –snake-men, feline-men, bird-men, lizard-men- used rituals to control, the forces of nature, order in the cosmos, and human actions.” [333] "" Al construir una casa, el dueño deposita en unas cerámicas tantas cuentas de collar como miembros de su familia sean. Las cuentas deben corresponder en su color, forma, acabado, y demás detalle al tuxe o dake de la persona en cuestión y ellas se añaden otras cuentas en calidad de ofrendas a los diferentes “Dueños” de los materiales empleados en la construcción de la casa (piedras, madera, paja etc.) y a los antepasados de la familia. (…) Los cristales de roca representan ofrendas al agua, al Dueño del Aguacero o directamente a la Madre Universal, y sólo un máma puede efectuar esta forma de ofrenda.”/In the process of building a house, the owner deposits necklaces’ beads depending on his family members inside pottery vessels. The beads must be the correct colour, shape, and technique according to the tuxe or dake details of each person, and they offer additional beads to the “Owners” of the used materials and the family ancestors (…) Rock crystals represent offers to the water, to the owner of the Rain or directly to the Universal Mother, and just a máma can offer this offering. / [334] ""Esta sería la representación del Padre Sol, imagen aún tan viva en la mitología Kogui (Láms. 61-62). Tal vez entre aquellos pectorales más simples y generalizados pueden encontrarse los ancestros de las piezas Taironas, cuya recargada representación humanizada del sol se iría afirmando al tiempo de la consolidación de las sociedades de la Sierra.""/This would be the representation of Father Sun, vivid image in the Kogui mythology. Maybe you can find the ancestors of the Tairona material culture, between those simple and generalized pectorals, that through time and the consolidation of the inhabitants of the Sierra will be affirmed as the representation of the sun’s human characteristic.”/ [335] ""El oro para ellos es un potencial simbólico de fertilidad que pertenece a toda la sociedad. El Sol, principio masculino por excelencia, le comunica al oro su poder creador. (Reichel-Dolmatoff, 1981) Por este motivo el día de la siembra del maíz se ofrenda oro en las lagunas, úteros de la madre tierra, para fertilizarla. (Taylor, 1974). /For them, gold has a symbolic potential of fertility that belongs to every society. The sun, masculine principle for excellence, communicates to the gold it’s power as creator. Due to this, the day of the corn sowing, gold is offered in the lagoon, to fertilize mother earth’s uterus./ [336] “el tigre o el jaguar fue indiscutiblemente el animal más importante de la historia de la mitología Tairona hasta el punto de mencionarlo como uno de los padres en la creación. Esto explica la frecuencia con la que aparecen sus representaciones en la cerámica Tairona ya sean como figuras completas de animal o como máscaras empleadas por distintos personajes.” /In the history of Taironas mythology, the tiger or jaguar was indisputably the most important animal because they even even consider it as a father of creation. This explains the frequency in which the jaguar representations appear in ceramics, either in complex figures or masks used by different characters. /"
Orkhon Valley,MnXngnE,1,"Baldick [150] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables. "
Orkhon Valley,MnXngnM,1,"Baldick [306] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables."
Orkhon Valley,MnXngnL,1,"Baldick [284] provides a comprehensive summary of all that is known about Xiungnu religion. Unfortunately, however, almost none of it is relevant to these variables. "
Orkhon Valley,MnXianb,NA,-
Orkhon Valley,MnRourn,2,"“There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.”"
Orkhon Valley,MnETurk,3,"""This 'heaven-god' was called 'the Tengri of the Turks'. He was 'high' and 'blue', and gave men strength. Tengri punished with death refusal to obey the legitimate ruler."" [231] Not very clear to what extent belief in this god fit with Buddhist morality. "
Orkhon Valley,MnTurk2,3,"""This 'heaven-god' was called 'the Tengri of the Turks'. He was 'high' and 'blue', and gave men strength. Tengri punished with death refusal to obey the legitimate ruler."" [246] Not very clear to what extent belief in this god fit with Buddhist morality. "
Orkhon Valley,MnUigur,4,"""However, it is stressed in Manicheism that it was the Father of Greatness himself who, of all the beings in the World of Light, stood up against the attack of the powers of Darkness (Keph. 63). He did so in the person of the First Man, who is called his own Soul and Self according to Alexander of Lycopolis (see above). He saved the World of Light at the cost of some of his own light substance. After this achievement he remained unmolested by the powers of Darkness, but that does not mean that he became a passive deus absconditus. (Cf. Psalm-Book ,ed. Allberry, 1938, p. 161, 31-32: “One is the God that is hidden, that is revealed . . silent . . He it is that speaks also,” similarly ibid., p. 171, 27-28). On the contrary, he is a deity who is often praised and invoked (see Boyce, 1960, p. 148, section 40.), and that can only mean that he constantly intervenes in the world on behalf of the Living Soul."""
Orkhon Valley,MnShiwe,NA,-
Orkhon Valley,MnMongE,NA,-
Orkhon Valley,MnMngKh,NA,-
Orkhon Valley,MnMongL,2,"""There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.”"
Orkhon Valley,MnZungh,2,"“There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else.” [471]"
Orkhon Valley,CnQingL,NA,-
Oro PNG,PgOrokE,1,"The Orokaiva appear not to have had ""high gods"": 'Apart from the very faint hint which these last may give us there is nothing to suggest a deity or any supernatural being of independent existence, least of all a high-god. I do not know of any cosmogony, and there is no attribution of divine powers to the phenomena of nature. On the whole it will be found that Orokaiva religion concerns itself primarily with the spirits of the dead.'[930] However, they did have demi-gods, who they believed to be the source of moral principles: 'Orokaiva social philosophy differs from our own, in the first place by its refusal to recognise the authority of anyone outside the individual's extended family, a characteristic to which I shall give more attention later. If the Orokaiva, by and large, order their lives by the same moral principles, they would explain this by their common belief in certain demigods whom they all regard as their ancestors and as sources of authority, and who created certain institutions embodying moral norms to which they all subscribe. Not only do they obey the precepts of these demi-gods, they also re-enact their feats in ritual and identify with them during ceremonies, and in many of their regular expressive activities.'[931] 'I shall therefore attempt to reconstruct what these demi-gods are said to have taught the Orokaiva about social relations. This reconstruction requires a brief analysis of some myths in which these teachings are contained. The myths all refer to events in original time. I was told that men, in their primordial or pre-cultural state, were living by the top of Mount Lamington (Sumbiripa Kanekari), which is traditionally regarded by the Orokaiva as the centre of the universe (Schwimmer 1969). I collected a number of myths explaining the origin of death, strife, fire, houses, marriage, clothing and several other elements of culture. The demigods who transformed human life by introducing these gifts came ‘from the mountain’; Sumbiripa himself was the first man to die. He retired inside the mountain and all those who died later are said to stay with him inside the mountain. Hence the rumblings and tremors emitted by the volcano. Two published sources (Tomlin 1951, Benson 1955) show that these beliefs antedate the eruption of 1951.'[932] Having said this, no evidence could be found that these demi-gods (or any other supernatural being) punished or rewarded mortals on the basis of moral principles: there were ritual prohibitions against going near certain volcanic craters, lest the demi-god Sumbiripa became angry, and spirits living in the countryside were believed to occasionally attack people, but the ""reason"" for Sumbiripa's anger and the spirits' attack seem to stem more from transgressions against the gods than against other humans, or perhaps simply these beings' unpredictable nature. ""Ritual prohibitions limited access to the area close to the crater as there was a belief that Sumbiripa, if disturbed, would be angry. There was also a great fear of the dead who were supposedly dwelling in the mountain. It is believed that the dead wander about the countryside, where they may attack humans. Sumbiripa is dangerous, even if he does not erupt, because he can send out his ghosts to cause misfortune among men. The myth about Sumbiripa Kanekari hints at the possibility of an earlier eruption by the account it gives of the origin of the crags existing before 1951.'[933] The separation between the human and 'wild' worlds was also important: 'The separation of man and pig leads immediately to the division of the world [Page 141] into two separate realms: the human world, comprising villages and gardens, and the wild world, ariri, the bush, where everything is dangerous and inimical to man, and where the ghosts (sovai) have their abode. The area friendly to man is thus reduced to a small space, whereas the area hostile to man is an infinite expanse. Thus man is forever at strife with all but a small circumscribed portion of the universe. The myth of pig-man restates in another idiom the message of the primal theft of the piece of string.'"
Oro PNG,PgOrokL,1,"The Orokaiva appear not to have had ""high gods"": 'Apart from the very faint hint which these last may give us there is nothing to suggest a deity or any supernatural being of independent existence, least of all a high-god. I do not know of any cosmogony, and there is no attribution of divine powers to the phenomena of nature. On the whole it will be found that Orokaiva religion concerns itself primarily with the spirits of the dead.'[939] However, they did have demi-gods, who they believed to be the source of moral principles: 'Orokaiva social philosophy differs from our own, in the first place by its refusal to recognise the authority of anyone outside the individual's extended family, a characteristic to which I shall give more attention later. If the Orokaiva, by and large, order their lives by the same moral principles, they would explain this by their common belief in certain demigods whom they all regard as their ancestors and as sources of authority, and who created certain institutions embodying moral norms to which they all subscribe. Not only do they obey the precepts of these demi-gods, they also re-enact their feats in ritual and identify with them during ceremonies, and in many of their regular expressive activities.'[940] 'I shall therefore attempt to reconstruct what these demi-gods are said to have taught the Orokaiva about social relations. This reconstruction requires a brief analysis of some myths in which these teachings are contained. The myths all refer to events in original time. I was told that men, in their primordial or pre-cultural state, were living by the top of Mount Lamington (Sumbiripa Kanekari), which is traditionally regarded by the Orokaiva as the centre of the universe (Schwimmer 1969). I collected a number of myths explaining the origin of death, strife, fire, houses, marriage, clothing and several other elements of culture. The demigods who transformed human life by introducing these gifts came ‘from the mountain’; Sumbiripa himself was the first man to die. He retired inside the mountain and all those who died later are said to stay with him inside the mountain. Hence the rumblings and tremors emitted by the volcano. Two published sources (Tomlin 1951, Benson 1955) show that these beliefs antedate the eruption of 1951.'[941] Having said this, no evidence could be found that these demi-gods (or any other supernatural being) punished or rewarded mortals on the basis of moral principles: there were ritual prohibitions against going near certain volcanic craters, lest the demi-god Sumbiripa became angry, and spirits living in the countryside were believed to occasionally attack people, but the ""reason"" for Sumbiripa's anger and the spirits' attack seem to stem more from transgressions against the gods than against other humans, or perhaps simply these beings' unpredictable nature. ""Ritual prohibitions limited access to the area close to the crater as there was a belief that Sumbiripa, if disturbed, would be angry. There was also a great fear of the dead who were supposedly dwelling in the mountain. It is believed that the dead wander about the countryside, where they may attack humans. Sumbiripa is dangerous, even if he does not erupt, because he can send out his ghosts to cause misfortune among men. The myth about Sumbiripa Kanekari hints at the possibility of an earlier eruption by the account it gives of the origin of the crags existing before 1951.'[942] The separation between the human and 'wild' worlds was also important: 'The separation of man and pig leads immediately to the division of the world [Page 141] into two separate realms: the human world, comprising villages and gardens, and the wild world, ariri, the bush, where everything is dangerous and inimical to man, and where the ghosts (sovai) have their abode. The area friendly to man is thus reduced to a small space, whereas the area hostile to man is an infinite expanse. Thus man is forever at strife with all but a small circumscribed portion of the universe. The myth of pig-man restates in another idiom the message of the primal theft of the piece of string.'[943] Some Orokaiva adopted the Christian God, but they not appear to have treated him as a ""High God"": 'The Orokaiva attitude to Christianity is a complex subject which I intend to treat more fully elsewhere and falls somewhat outside the concern of our present project. It is very clear that some basic notion of Christian monotheism have not been accepted by the Orokaiva, such as for instance the notion of God's omnipotence. Orokaiva Christians believe in the existence of God and in His infinite power, but He is viewed as an addition to other powers, Who is hostile to some of these other powers, but not necessarily to others. I was told that a person ought to give up black magic after baptism, but informants dismissed my suggestion that Christianity was also opposed to curing magic. No curing magician ever ceased practising when he was baptised.'"
Paris Basin,FrBeakr,NA,-
Paris Basin,FrAtlBA,NA,-
Paris Basin,FrHallA,NA,-
Paris Basin,FrHallB,NA,-
Paris Basin,FrHallC,NA,-
Paris Basin,FrHallD,NA,-
Paris Basin,FrTeneA,NA,-
Paris Basin,FrTeneB,NA,-
Paris Basin,FrTeneC,NA,-
Paris Basin,ItRomPr,1,"Thomas Cressy: Coded as absent due to expert confirming that high gods were not present until Christianity[649] ""For the Romans, proper respect for the gods and proper interpersonal behavior were both integral to pietas, the key virtue. Pietas included duty to the family, the parents, one’s patron, and the state, as well as the gods. The gods were the guarantors of the welfare of the state and the continuance of the social order. Thus violating the social order by transgressing the mos maiorum (ancestral custom in any domain) was offensive to gods and liable to bring bad results on the group. [...] However, I think it is fair to say (1) that the Romans were more interested in punishing transgressions themselves than in waiting for the gods to do it. In their view, it was important to root out and punish wrongdoers so that they did not further contravene the mos maiorum and (by definition) anger the gods. Such punishment could avert disasters. (2) Punishment from the gods was expected to occur as disasters affecting the group/state, such as plague or famine or battle loss, more than the striking down of guilty individuals; (3) What we think of as the distinction between ritual transgression and ethical transgression tends to be collapsed, with ethical wrongdoing very often brought under the aegis of the gods or redefined as an offense to the gods."""
Paris Basin,TrRomDm,2,"Thomas Cressy: Coded as absent due to expert confirming that high gods were not present until Christianity[602] Before Constantine's conversion to Christianity: ""For the Romans, proper respect for the gods and proper interpersonal behavior were both integral to pietas, the key virtue. Pietas included duty to the family, the parents, one’s patron, and the state, as well as the gods. The gods were the guarantors of the welfare of the state and the continuance of the social order. Thus violating the social order by transgressing the mos maiorum (ancestral custom in any domain) was offensive to gods and liable to bring bad results on the group. [...] However, I think it is fair to say (1) that the Romans were more interested in punishing transgressions themselves than in waiting for the gods to do it. In their view, it was important to root out and punish wrongdoers so that they did not further contravene the mos maiorum and (by definition) anger the gods. Such punishment could avert disasters. (2) Punishment from the gods was expected to occur as disasters affecting the group/state, such as plague or famine or battle loss, more than the striking down of guilty individuals; (3) What we think of as the distinction between ritual transgression and ethical transgression tends to be collapsed, with ethical wrongdoing very often brought under the aegis of the gods or redefined as an offense to the gods.""[603]. As for Christianity: the Christian god is ""the creator of the universe, omniscient and omnipotent""[604] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrMervE,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[382] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrMervM,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[389] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrMervL,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[387] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrCarlE,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[302] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrCarlL,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[302] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrCaptE,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[345] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."
Paris Basin,FrCaptL,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[492] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrValoE,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[451] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrValoL,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[389] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrBurbE,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[327] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Paris Basin,FrBurbL,3,"The Christian god is ""the creator of the universe, omniscient and omnipotent""[344] and he punishes moral transgression: ""[A]fter the Resurrection, when God and Jesus appear to pass judgement, one must 'render an account' (Matt. 12:36). Death ends the day during which good works are to be done, and then, 'the night cometh, when no man can work' (John 9:4). Everyone's work will be tried in fire and revealed (1 Cor, 3:12-13). The just, whom God will gather to His right, receive 'life everlasting', the merciless, however, who stand to His left, 'shall go into everlasting punishment' (Matt. 25:46). Everything is decided with death and that gives both life and death the weight of finality."""
Sogdiana,TjSaraz,NA,-
Sogdiana,KzAndro,NA,-
Sogdiana,UzKok01,NA,-
Sogdiana,UzKhw01,NA,-
Sogdiana,UzKok02,NA,-
Sogdiana,IrAchae,1,"The following quote makes it clear the Zoroastrian god, Ahura Mazda, was both responsible for the creation of the world and for punishing transgressors. ""[T]he prophet feels also the awe due to the God who is “Creator of all” (Y. 44.7), and who, as Lord of aša, presides over a strict justice for mankind by which the wicked, who have chosen to act “at Lie’s commands” (Y. 31.1) will be in due course condemned. Their destination is the Worst Existence, i.e., Hell, which has been brought into being by Angra Mainyu (Y. 30.4). Mazdā has “appointed recompenses” (Y. 43.5), decreeing that “the end shall be different for each” (Y. 48.4); but he “has left to men’s wills (the choice between) holy and unholy” (Y. 45.9), and it is their own inner selves (daēnā-) which lead sinners to destruction (Y. 51.13)."""
Sogdiana,IrSeleu,2,"""The most important traditional religious teaching on this subject was that the gods required people to treat “strangers and suppliants” well. That is, you should assist strangers who come to your door in need (and definitely not harm them). You can see this when Odysseus disguised as a beggar receives hospitality (Homer was a basic school text in the Hellenistic period) or in the Hellenistic myth of Baucis and Philemon, a very poor elderly couple who received two strangers and gave them hospitality. The strangers turned out to be Zeus and Hermes, who rewarded the couple.” [587] ""It is now evident that, for Hesiod, κακότης‎ represents moral badness and the opposite to virtue, arete. A bad man (κακὸς ἀνήρ‎) does not follow justice (δίκη‎) with his mind, and acts immorally; he represents a source of religious pollution and danger for his community. Just as Hesiod connects the bad man with injustice and religious danger, so he presents moral righteousness and adherence to justice (δίκη‎) as coexisting with ritual correctness. Gregory Nagy points out that in Op. 336–41, a passage which follows the lines quoted above, the moral correctness of δίκη‎ is ‘programmatically re-enforced by the ritual correctness of the just man’:26 Perses is again reminded that gods punish unjust deeds (ἄδικα ἔργα‎; vv. 325–34), and that he should often sacrifice purely and cleanly to the deathless gods and propitiate them often with libations and incense (vv. 336–41). Religious correctness is thus laid out as avoiding unjust deeds and as honouring the gods with sacrifices and libations.//""In vv. 325–34 the following deeds are listed as unjust (ἄδικα ἔργα‎): gaining wealth by force, stealing, or deception; wronging a suppliant or a guest; engaging in illicit sexual intercourse; offending orphans or aged parents. These offences span both the social and religious spheres. This is stressed at the end of the passage, where Hesiod states that such deeds provoke the anger of Zeus himself, who inflicts grave punishments (vv. 333–4). Effectively, Zeus holds the transgressor in agos. To sum up, in Hesiod’s poem, justice is represented as a goddess and as a law given to humans by Zeus. It governs all social and religious relationships; it encompasses religious correctness. Moral goodness equals adherence to justice, whereas ‘badness’ (κακία‎ or κακότης‎) is equal to injustice and religious transgression."""
Sogdiana,AfGrBct,2,"""The most important traditional religious teaching on this subject was that the gods required people to treat “strangers and suppliants” well. That is, you should assist strangers who come to your door in need (and definitely not harm them). You can see this when Odysseus disguised as a beggar receives hospitality (Homer was a basic school text in the Hellenistic period) or in the Hellenistic myth of Baucis and Philemon, a very poor elderly couple who received two strangers and gave them hospitality. The strangers turned out to be Zeus and Hermes, who rewarded the couple.” [486] ""It is now evident that, for Hesiod, κακότης‎ represents moral badness and the opposite to virtue, arete. A bad man (κακὸς ἀνήρ‎) does not follow justice (δίκη‎) with his mind, and acts immorally; he represents a source of religious pollution and danger for his community. Just as Hesiod connects the bad man with injustice and religious danger, so he presents moral righteousness and adherence to justice (δίκη‎) as coexisting with ritual correctness. Gregory Nagy points out that in Op. 336–41, a passage which follows the lines quoted above, the moral correctness of δίκη‎ is ‘programmatically re-enforced by the ritual correctness of the just man’:26 Perses is again reminded that gods punish unjust deeds (ἄδικα ἔργα‎; vv. 325–34), and that he should often sacrifice purely and cleanly to the deathless gods and propitiate them often with libations and incense (vv. 336–41). Religious correctness is thus laid out as avoiding unjust deeds and as honouring the gods with sacrifices and libations.//""In vv. 325–34 the following deeds are listed as unjust (ἄδικα ἔργα‎): gaining wealth by force, stealing, or deception; wronging a suppliant or a guest; engaging in illicit sexual intercourse; offending orphans or aged parents. These offences span both the social and religious spheres. This is stressed at the end of the passage, where Hesiod states that such deeds provoke the anger of Zeus himself, who inflicts grave punishments (vv. 333–4). Effectively, Zeus holds the transgressor in agos. To sum up, in Hesiod’s poem, justice is represented as a goddess and as a law given to humans by Zeus. It governs all social and religious relationships; it encompasses religious correctness. Moral goodness equals adherence to justice, whereas ‘badness’ (κακία‎ or κακότης‎) is equal to injustice and religious transgression."""
Sogdiana,AfKushn,3,"At different times during Kushan history, and in different combinations, Kushan emperors patronised Greek religion, Hinduism (specifically, Siva worship), Zoroastrianism, and Buddhism [737], as well as a number of less well-known Indo-Iranian cults. Not much is known about the latter. In Greek religion: In Hinduism: ""Among the cosmic laws that constitute dharma, the law of karma, or action, is especially relevant to rebirth. By the law of karma, every thought, word, and deed carries with it a like reaction. Beings are born, live, die, and are reborn based on their actions. Every good deed brings a reward, and every bad deed a punishment. The terms ‘reward’ and ‘punishment’ are deceptive, however; for karma is not seen as a set of rewards and punishments doled out by a just God, but in impersonal terms, as the working of natural law. Karma attracts reactions to moral agents like an ethical law of gravity. Benevolent actions produce good results for the person who engages in them. Similarly, actions intended to cause suffering will lead to suffering for those who commit them."" [738] In Zoroastrianism, the following quote makes it clear the supreme god, Ahura Mazda, was both responsible for the creation of the world and for punishing transgressors. ""[T]he prophet feels also the awe due to the God who is “Creator of all” (Y. 44.7), and who, as Lord of aša, presides over a strict justice for mankind by which the wicked, who have chosen to act “at Lie’s commands” (Y. 31.1) will be in due course condemned. Their destination is the Worst Existence, i.e., Hell, which has been brought into being by Angra Mainyu (Y. 30.4). Mazdā has “appointed recompenses” (Y. 43.5), decreeing that “the end shall be different for each” (Y. 48.4); but he “has left to men’s wills (the choice between) holy and unholy” (Y. 45.9), and it is their own inner selves (daēnā-) which lead sinners to destruction (Y. 51.13).""[739] In Buddhism: ""There are numerous Higher Gods, but these are remote and sublime beings who have little involvement in human affairs. Nevertheless, they are subject to karma and are eventually reborn like everyone else."""
Sogdiana,IrSasn1,1,"The following quote makes it clear the Zoroastrian god, Ahura Mazda, was both responsible for the creation of the world and for punishing transgressors. ""[T]he prophet feels also the awe due to the God who is “Creator of all” (Y. 44.7), and who, as Lord of aša, presides over a strict justice for mankind by which the wicked, who have chosen to act “at Lie’s commands” (Y. 31.1) will be in due course condemned. Their destination is the Worst Existence, i.e., Hell, which has been brought into being by Angra Mainyu (Y. 30.4). Mazdā has “appointed recompenses” (Y. 43.5), decreeing that “the end shall be different for each” (Y. 48.4); but he “has left to men’s wills (the choice between) holy and unholy” (Y. 45.9), and it is their own inner selves (daēnā-) which lead sinners to destruction (Y. 51.13)."""
